"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MYS","AQUAPROD","TOT","USD","A","2003",302652578,
"MYS","AQUAPROD","TOT","USD","A","2004",328356710,
"MYS","AQUAPROD","TOT","USD","A","2005",340750036,
"MYS","AQUAPROD","TOT","USD","A","2006",342162452,
"MYS","AQUAPROD","TOT","USD","A","2007",373686115,
"MYS","AQUAPROD","TOT","USD","A","2008",571613804,
"MYS","AQUAPROD","TOT","USD","A","2009",684556203,
"MYS","AQUAPROD","TOT","USD","A","2010",855724197,
"MYS","AQUAPROD","TOT","USD","A","2011",779561413,
"MYS","AQUAPROD","TOT","USD","A","2012",886757063,
"MYS","AQUAPROD","TOT","USD","A","2013",708051668,
"MYS","AQUAPROD","TOT","USD","A","2014",1023095114,
"MYS","AQUAPROD","TOT","USD","A","2015",845336359,
"MYS","AQUAPROD","TOT","USD","A","2016",696747866,
"MYS","AQUAPROD","TOT","USD","A","2017",760110180,
"MYS","AQUAPROD","TOT","USD","A","2018",816177874,
"MYS","AQUAPROD","TOT","USD","A","2019",862092459,
"MYS","AQUAPROD","TOT","USD","A","2020",800668833,
"MYS","AQUAPROD","TOT","USD","A","2021",827575672,
"VNM","AQUAPROD","TOT","USD","A","2000",993859500,"E"
"VNM","AQUAPROD","TOT","USD","A","2001",1348258850,"E"
"VNM","AQUAPROD","TOT","USD","A","2002",1601903325,"E"
"VNM","AQUAPROD","TOT","USD","A","2003",1970749000,"E"
"VNM","AQUAPROD","TOT","USD","A","2004",2445970625,"E"
"VNM","AQUAPROD","TOT","USD","A","2005",2933014750,"E"
"VNM","AQUAPROD","TOT","USD","A","2006",3318579780,"E"
"VNM","AQUAPROD","TOT","USD","A","2007",4030471510,"E"
"VNM","AQUAPROD","TOT","USD","A","2008",4608572650,"E"
"VNM","AQUAPROD","TOT","USD","A","2009",4805522400,"E"
"VNM","AQUAPROD","TOT","USD","A","2010",5982617567,"E"
"VNM","AQUAPROD","TOT","USD","A","2011",6129872001,"E"
"VNM","AQUAPROD","TOT","USD","A","2012",6354840923,"E"
"VNM","AQUAPROD","TOT","USD","A","2013",6791377842,"E"
"VNM","AQUAPROD","TOT","USD","A","2014",7903733359,"E"
"VNM","AQUAPROD","TOT","USD","A","2015",8888361240,"E"
"VNM","AQUAPROD","TOT","USD","A","2016",9141689797,"E"
"VNM","AQUAPROD","TOT","USD","A","2017",9725084884,"E"
"VNM","AQUAPROD","TOT","USD","A","2018",11170733620,
"VNM","AQUAPROD","TOT","USD","A","2019",13434329245,"E"
"VNM","AQUAPROD","TOT","USD","A","2020",12681155944,
"VNM","AQUAPROD","TOT","USD","A","2021",13260843145,
"BGD","AQUAPROD","TOT","USD","A","2000",1039101826,
"BGD","AQUAPROD","TOT","USD","A","2001",1065283761,
"BGD","AQUAPROD","TOT","USD","A","2002",1133067344,
"BGD","AQUAPROD","TOT","USD","A","2003",1243121142,
"BGD","AQUAPROD","TOT","USD","A","2004",1363180308,
"BGD","AQUAPROD","TOT","USD","A","2005",1246478669,
"BGD","AQUAPROD","TOT","USD","A","2006",1359103599,
"BGD","AQUAPROD","TOT","USD","A","2007",1522552101,
"BGD","AQUAPROD","TOT","USD","A","2008",1766182039,
"BGD","AQUAPROD","TOT","USD","A","2009",2351316314,
"BGD","AQUAPROD","TOT","USD","A","2010",2839905405,
"BGD","AQUAPROD","TOT","USD","A","2011",3374366244,
"BGD","AQUAPROD","TOT","USD","A","2012",3911199548,
"BGD","AQUAPROD","TOT","USD","A","2013",4413753372,
"BGD","AQUAPROD","TOT","USD","A","2014",4844763874,
"BGD","AQUAPROD","TOT","USD","A","2015",5139525843,
"BGD","AQUAPROD","TOT","USD","A","2016",5609666264,
"BGD","AQUAPROD","TOT","USD","A","2017",5888531979,
"BGD","AQUAPROD","TOT","USD","A","2018",5876726322,
"BGD","AQUAPROD","TOT","USD","A","2019",6031289075,
"BGD","AQUAPROD","TOT","USD","A","2020",6303282150,
"BGD","AQUAPROD","TOT","USD","A","2021",6552429972,
"BGR","AQUAPROD","TOT","USD","A","2000",7335400,
"BGR","AQUAPROD","TOT","USD","A","2001",7866500,
"BGR","AQUAPROD","TOT","USD","A","2002",5388800,
"BGR","AQUAPROD","TOT","USD","A","2003",8023300,
"BGR","AQUAPROD","TOT","USD","A","2004",6580600,
"BGR","AQUAPROD","TOT","USD","A","2005",9552180,
"BGR","AQUAPROD","TOT","USD","A","2006",10198164,
"BGR","AQUAPROD","TOT","USD","A","2007",18246692,
"BGR","AQUAPROD","TOT","USD","A","2008",19451496,
"BGR","AQUAPROD","TOT","USD","A","2009",23617075,
"BGR","AQUAPROD","TOT","USD","A","2010",26406628,
"BGR","AQUAPROD","TOT","USD","A","2011",18875291,
"BGR","AQUAPROD","TOT","USD","A","2012",19508976,
"BGR","AQUAPROD","TOT","USD","A","2013",34653370,
"BGR","AQUAPROD","TOT","USD","A","2014",33787134,
"BGR","AQUAPROD","TOT","USD","A","2015",32416991,
"BGR","AQUAPROD","TOT","USD","A","2016",36176353,
"BGR","AQUAPROD","TOT","USD","A","2017",37060254,
"BGR","AQUAPROD","TOT","USD","A","2018",46940479,
"BGR","AQUAPROD","TOT","USD","A","2019",45119585,
"BGR","AQUAPROD","TOT","USD","A","2020",47256814,
"BGR","AQUAPROD","TOT","USD","A","2021",50533690,
"HRV","AQUAPROD","TOT","USD","A","2000",28103300,
"HRV","AQUAPROD","TOT","USD","A","2001",35012700,
"HRV","AQUAPROD","TOT","USD","A","2002",36526750,
"HRV","AQUAPROD","TOT","USD","A","2003",34078500,
"HRV","AQUAPROD","TOT","USD","A","2004",61688950,
"HRV","AQUAPROD","TOT","USD","A","2005",61778300,
"HRV","AQUAPROD","TOT","USD","A","2006",93347600,
"HRV","AQUAPROD","TOT","USD","A","2007",74510000,
"HRV","AQUAPROD","TOT","USD","A","2008",73364250,"E"
"HRV","AQUAPROD","TOT","USD","A","2009",116852485,
"HRV","AQUAPROD","TOT","USD","A","2010",96725368,
"HRV","AQUAPROD","TOT","USD","A","2011",99672336,
"HRV","AQUAPROD","TOT","USD","A","2012",82150561,
"HRV","AQUAPROD","TOT","USD","A","2013",104888589,
"HRV","AQUAPROD","TOT","USD","A","2014",102821689,
"HRV","AQUAPROD","TOT","USD","A","2015",113972096,
"HRV","AQUAPROD","TOT","USD","A","2016",120169807,
"HRV","AQUAPROD","TOT","USD","A","2017",113778976,
"HRV","AQUAPROD","TOT","USD","A","2018",141747058,
"HRV","AQUAPROD","TOT","USD","A","2019",135700543,
"HRV","AQUAPROD","TOT","USD","A","2020",151337607,
"HRV","AQUAPROD","TOT","USD","A","2021",191885429,
"ROU","AQUAPROD","TOT","USD","A","2000",15636850,
"ROU","AQUAPROD","TOT","USD","A","2001",17440850,
"ROU","AQUAPROD","TOT","USD","A","2002",16558560,
"ROU","AQUAPROD","TOT","USD","A","2003",16239720,
"ROU","AQUAPROD","TOT","USD","A","2004",14870580,
"ROU","AQUAPROD","TOT","USD","A","2005",16175940,
"ROU","AQUAPROD","TOT","USD","A","2006",11645280,
"ROU","AQUAPROD","TOT","USD","A","2007",22053863,
"ROU","AQUAPROD","TOT","USD","A","2008",26816130,
"ROU","AQUAPROD","TOT","USD","A","2009",23684617,
"ROU","AQUAPROD","TOT","USD","A","2010",26269170,
"ROU","AQUAPROD","TOT","USD","A","2011",22095284,
"ROU","AQUAPROD","TOT","USD","A","2012",23315449,
"ROU","AQUAPROD","TOT","USD","A","2013",27418641,
"ROU","AQUAPROD","TOT","USD","A","2014",25506760,
"ROU","AQUAPROD","TOT","USD","A","2015",24302816,
"ROU","AQUAPROD","TOT","USD","A","2016",30637343,
"ROU","AQUAPROD","TOT","USD","A","2017",37010770,
"ROU","AQUAPROD","TOT","USD","A","2018",36142151,
"ROU","AQUAPROD","TOT","USD","A","2019",35679586,
"ROU","AQUAPROD","TOT","USD","A","2020",44572733,"E"
"ROU","AQUAPROD","TOT","USD","A","2021",43319218,
